"U:0","U:1","U:2","Points:0","Points:1","Points:2"
4.8273,0.011165,0.30973,-32.55,-29.508,5.5589
4.8257,0.26106,0.013081,-33.536,-23.565,0.41549
4.7943,0.22533,0.064866,-33.543,-24.558,1.3111
4.7829,0.17424,0.11687,-33.552,-25.57,2.3428
4.8033,0.11905,0.16837,-33.558,-26.597,3.4193
4.8445,0.070212,0.20424,-33.554,-27.618,4.5015
4.8926,0.038451,0.2218,-33.545,-28.619,5.5414
4.9076,0.0095797,0.23811,-33.538,-29.508,6.5382
4.9114,0.21039,0.0085103,-34.526,-22.582,0.41549
4.8895,0.19451,0.043102,-34.536,-23.57,1.3101
4.8758,0.16536,0.079204,-34.55,-24.57,2.3348
4.8784,0.12809,0.11648,-34.561,-25.585,3.3925
4.8959,0.090111,0.14619,-34.562,-26.607,4.4688
4.9214,0.055883,0.1637,-34.553,-27.62,5.519
4.9495,0.031856,0.16893,-34.54,-28.62,6.5307
4.953,0.0078089,0.1743,-34.53,-29.508,7.5127
4.9594,0.16135,0.0054507,-35.52,-21.6,0.41591
4.9469,0.1553,0.027963,-35.536,-22.584,1.3129
4.9369,0.13997,0.05219,-35.555,-23.576,2.3395
4.9342,0.11739,0.077994,-35.571,-24.579,3.3907
4.9397,0.091235,0.10029,-35.578,-25.592,4.4535
4.9513,0.06535,0.11555,-35.573,-26.609,5.5025
4.9655,0.041838,0.12256,-35.56,-27.62,6.5216
4.9806,0.024465,0.12182,-35.543,-28.62,7.5131
4.98,0.0058933,0.12308,-35.529,-29.509,8.4869
4.9842,0.11657,0.003319,-36.526,-20.618,0.41593
4.9785,0.11516,0.017289,-36.548,-21.601,1.3193
4.9728,0.10774,0.033,-36.57,-22.587,2.3585
4.97,0.09534,0.049906,-36.587,-23.58,3.4144
4.9708,0.079369,0.065338,-36.597,-24.581,4.4661
4.9749,0.061987,0.076927,-36.598,-25.589,5.5016
4.981,0.044953,0.083556,-36.591,-26.603,6.5172
4.9881,0.029459,0.084959,-36.577,-27.617,7.5134
4.9954,0.017207,0.081787,-36.56,-28.623,8.4931
4.9925,0.0040645,0.079282,-36.541,-29.511,9.4647
4.9955,0.076371,0.0017913,-37.544,-19.636,0.4136
4.9937,0.076475,0.0096282,-37.58,-20.618,1.33
4.9913,0.073598,0.019249,-37.596,-21.602,2.3943
4.9897,0.067808,0.029424,-37.605,-22.588,3.4572
4.9893,0.05939,0.039051,-37.611,-23.578,4.4977
4.9902,0.049325,0.046775,-37.612,-24.574,5.5171
4.9922,0.038689,0.051753,-37.612,-25.577,6.5209
4.9948,0.028264,0.053635,-37.608,-26.589,7.5132
4.9976,0.018856,0.052377,-37.603,-27.612,8.4967
5.0006,0.01086,0.048561,-37.593,-28.631,9.4736
4.9978,0.0025067,0.041318,-37.565,-29.52,10.45
4.9994,0.040678,0.00076444,-38.564,-18.654,0.40795
4.9991,0.039985,0.0042036,-38.633,-19.636,1.3469
4.9985,0.040011,0.0091998,-38.622,-20.618,2.4444
4.998,0.038273,0.014269,-38.616,-21.601,3.5074
4.9978,0.034914,0.01915,-38.615,-22.585,4.5355
4.9978,0.030369,0.023278,-38.615,-23.572,5.5397
4.9982,0.025167,0.026199,-38.615,-24.562,6.5299
4.9987,0.019775,0.02764,-38.615,-25.561,7.5128
4.9993,0.014556,0.027395,-38.618,-26.572,8.4931
5,0.0098216,0.025456,-38.626,-27.602,9.4735
5.0007,0.0054896,0.022231,-38.643,-28.647,10.455
4.999,0.0013447,0.018384,-38.58,-29.537,11.44
5,0.011432,0.00017297,-39.486,-17.672,0.47062
5,0.011492,0.0011144,-39.532,-18.654,1.447
4.9999,0.011761,0.0024557,-39.517,-19.636,2.5071
4.9999,0.011613,0.0038083,-39.509,-20.618,3.5511
4.9998,0.010936,0.0051507,-39.507,-21.6,4.5661
4.9998,0.0098582,0.0063433,-39.507,-22.582,5.5582
4.9999,0.0085159,0.007258,-39.507,-23.566,6.5379
4.9999,0.0070388,0.0077907,-39.507,-24.553,7.5126
4.9999,0.0055402,0.0078804,-39.507,-25.546,8.4868
5,0.0041077,0.0074768,-39.51,-26.552,9.4647
5,0.0028472,0.0066096,-39.518,-27.57,10.45
5,0.0016512,0.0054389,-39.537,-28.582,11.439
4.9989,0.00037324,0.0042516,-39.489,-29.489,12.4
4.9197,-0.97839,0.12351,-26.65,-29.34,0.47709
